,ret,weight,turnover,target,evrp,idx_ret
2012-11-01,0.018409674020905008,-0.164663606646229,0.0,-0.16690000000000002,3.838679196751908,-0.09892106757524138
2012-11-02,-0.00782535118333854,-0.17384939036216074,0.0,-0.1759,4.838861556793432,0.04752325873774216
2012-11-05,-0.0028738878617606744,-0.17723262491336794,0.0,-0.18420000000000003,5.397916315887956,0.016530905606133156
2012-11-06,0.008922084622785391,-0.166822139049033,0.0,-0.17579999999999998,6.197814813565373,-0.05034109621265579
2012-11-07,-0.015085090275959497,-0.18469334510933574,0.0,-0.19079999999999997,3.103010816559774,0.09042618900555896
2012-11-08,0.0025489353058075767,-0.1816813158830682,0.0,-0.18489999999999998,2.857032399347803,-0.013800904977375577
2012-11-09,-0.0021217648523097136,-0.18419389687177043,0.0,-0.1861,2.8972416899819393,0.011678497824593594
2012-11-12,0.01279124283831739,-0.16923789107131512,0.0,-0.1668,1.1169302217555046,-0.06944444444444445
2012-11-13,0.001412704389537976,-0.16758843376576046,0.0,-0.16649999999999998,1.1047244881943499,-0.008347447374788408
2012-11-14,-0.007745512628434572,-0.17670259860315296,0.0,-0.17920000000000003,1.5296522572727902,0.046217465336901055
2012-11-15,-0.0015160570778705177,-0.17848925558026976,0.0,-0.17989999999999998,3.555492542695669,0.008579710144927468
2012-11-16,0.009516970971772206,-0.16737934028572396,0.0,-0.1641,1.3450289845253938,-0.053319573443412434
2012-11-19,0.014710861883679788,-0.0762,0.07421308443966597,-0.0762,-3.963290405213959,-0.08811104405552193
2012-11-20,0.0008844104457926789,-0.0752490385185057,0.0,-0.0754,-3.424281251300103,-0.011606436296491848
2012-11-21,-0.00023897488808541763,-0.1531,0.07763569973244229,-0.1531,0.526726042137545,0.0026599281819391306
2012-11-23,0.003257446808510619,-0.14935603385567442,0.0,-0.1514,0.5165902872754238,-0.021276595744680722
2012-11-26,0.007717485032056122,-0.1405538267693278,0.0,-0.155,0.7120696387157839,-0.05167173252279633
2012-11-27,0.0025525105383296938,-0.1592,0.021562270550149643,-0.1592,0.6950051244254336,-0.018237082066869345
2012-11-28,0.00919392097264437,-0.14863949921813072,0.0,-0.1551,0.24415278922078087,-0.05775075987841941
2012-11-29,0.010843002982477614,-0.13631839546703747,0.0,-0.1506,2.7438059148708103,-0.07294832826747716
2012-11-30,0.007442752447006744,-0.15869999999999998,0.030793698124328223,-0.15869999999999998,3.786422324305045,-0.05471124620060782
2012-12-03,0.0004823708206686998,-0.15814134640828265,0.0,-0.1664,3.636065703247292,-0.0030395136778115935
2012-12-04,-0.0004806727854355164,-0.15869830114817493,0.0,-0.17120000000000002,7.812165033883451,0.0030395136778115935
2012-12-05,0.0033765595988973184,-0.15479905331989013,0.0,-0.1646,7.17212002747965,-0.021276595744680722
2012-12-06,0.00047051383987809224,-0.15425595991598787,0.0,-0.16579999999999998,7.251263724371102,-0.0030395136778115935
2012-12-07,0.0042197679004373516,-0.14940573449299568,0.0,-0.159,9.17398360341528,-0.02735562310030391
2012-12-10,0.004087086961814465,-0.14472713514411295,0.0,-0.1605,9.510162852359619,-0.02735562310030391
2012-12-11,0.007918201922778204,-0.13573416271315278,0.0,-0.1557,9.426306738868039,-0.05471124620060782
2012-12-12,0.0028744427347683066,-0.1595,0.027036348044321312,-0.1595,10.71759549940096,-0.021276595744680722
2012-12-13,-0.0014544072948328474,-0.16118884152178778,0.0,-0.1656,10.453992283623016,0.00911854103343478
2012-12-14,-0.003919485508128599,-0.1657580131603546,0.0,-0.17,10.557312540537563,0.024316109422492533
2012-12-17,0.002519118741038824,-0.16282870956547024,0.0,-0.1634,8.224434454084138,-0.015197568389057751
2012-12-18,0.008908561617563707,-0.152561048447373,0.0,-0.1557,6.401677521296396,-0.05471124620060782
2012-12-19,-0.0022258146885939106,-0.15513215857319243,0.0,-0.1736,6.816003246758793,0.014589665653495563
2012-12-20,-0.0022633263256879328,-0.15775253035377393,0.0,-0.17670000000000002,6.971688438691054,0.014589665653495563
2012-12-21,-0.002301556673854472,-0.16042331036824828,0.0,-0.1784,5.763669826946474,0.014589665653495563
2012-12-24,-0.0023405224612996905,-0.16314567895560758,0.0,-0.1784,5.589929725698859,0.014589665653495563
2012-12-26,-0.0023946804830435155,-0.1948,0.02887914853734741,-0.1948,7.53575860318557,0.014589665653495563
2012-12-27,-0.002842066869300936,-0.1982053798125835,0.0,-0.19469999999999998,7.530834407397606,0.014589665653495563
2012-12-28,-0.002992590391789926,0.0,0.20168033920046743,0.0,9.974610134506598,0.014589665653495563
2012-12-31,-9.010000000000001e-05,-0.1802,0.1802,-0.1802,2.5199493467439353,0.014589665653495563
2013-01-02,-0.0026840132472286714,-0.07339999999999999,0.10991099293754186,-0.07339999999999999,-4.622727880551317,0.014589665653495563
2013-01-03,-0.0010708814589665743,-0.07455071643895372,0.0,-0.0728,-4.201363402329443,0.014589665653495563
2013-01-04,-0.0010876700270728902,-0.07572074565149936,0.0,-0.06915,-4.3714076035638545,0.014589665653495563
2013-01-07,-0.0011047403620887538,-0.07691045209428317,0.0,-0.06895,-4.445926223613277,0.014589665653495563
2013-01-08,-0.001122097781314779,-0.07812020838810609,0.0,-0.0681,-3.873736049728967,0.014589665653495563
2013-01-09,-0.0011397477211638673,-0.07935039554176214,0.0,-0.06905,-3.4553020105969896,0.014589665653495563
2013-01-10,-0.0011576957404269346,-0.08060140318332686,0.0,-0.06745,-3.5221374437023822,0.014589665653495563
2013-01-11,-0.0011759475236473318,-0.08187362979918857,0.0,-0.0668,-3.5573005567004437,0.014589665653495563
2013-01-14,-0.0011945088846082323,-0.08316748298112826,0.0,-0.0676,-1.6047807648674013,0.014589665653495563
2013-01-15,-0.0012133857699374439,-0.08448337968176779,0.0,-0.06775,-0.05957971469136325,0.014589665653495563
2013-01-16,-0.0012567733895949523,-0.13419999999999999,0.04837825352127924,-0.13419999999999999,7.969286753490039,0.014589665653495563
2013-01-17,-0.0019579331306991046,-0.13642504424468285,0.0,-0.13570000000000002,7.695447197620437,0.014589665653495563
2013-01-18,-0.001990395782293262,-0.13869149098567396,0.0,-0.1246,6.780975389292866,0.014589665653495563
2013-01-22,-0.0020234624824657767,-0.14100026220873696,0.0,-0.1243,6.918810075280556,0.014589665653495563
2013-01-23,-0.002057146682680678,-0.1433523056113607,0.0,-0.1246,7.683399556672707,0.014589665653495563
2013-01-24,-0.0020914622095274684,-0.1457485955004691,0.0,-0.12689999999999999,7.771568715016541,0.014589665653495563
2013-01-25,-0.002126423277818412,-0.14819013372819018,0.0,-0.12890000000000001,8.613928999531232,0.014589665653495563
2013-01-28,-0.002162044504241091,-0.15067795066758244,0.0,-0.13570000000000002,9.097553553810409,0.014589665653495563
2013-01-29,-0.0022083974747090897,-0.1331,0.020113106230327027,-0.1331,9.023137895799849,0.014589665653495563
2013-01-30,-0.0019418844984802593,-0.13530463046294885,0.0,-0.1432,8.995470356458405,0.014589665653495563
2013-01-31,-0.0019740493198241943,-0.13755021068261272,0.0,-0.14279999999999998,8.575750976490596,0.014589665653495563
2013-02-01,-0.0020068115844271935,-0.1398376500831659,0.0,-0.129,6.100474530858673,0.014589665653495563
2013-02-04,-0.0020401845604838963,-0.14216788336428632,0.0,-0.1467,5.1016192072368565,0.014589665653495563
2013-02-05,-0.0020741818849500915,-0.1445418713804706,0.0,-0.13720000000000002,3.272312764055302,0.014589665653495563
