,ret
2012-12-24,-0.0023405224612996905
2012-12-26,-0.002423559631580863
2012-12-27,-0.002842066869300936
2012-12-28,-0.003194270730990393
2012-12-31,-0.0002703
2013-01-02,-0.0027939242401662135
2013-01-03,-0.0010708814589665743
2013-01-04,-0.0010876700270728902
2013-01-07,-0.0011047403620887538
2013-01-08,-0.001122097781314779
2013-01-09,-0.0011397477211638673
2013-01-10,-0.0011576957404269346
2013-01-11,-0.0011759475236473318
2013-01-14,-0.0011945088846082323
2013-01-15,-0.0012133857699374439
2013-01-16,-0.0013051516431162313
2013-01-17,-0.0019579331306991046
2013-01-18,-0.001990395782293262
2013-01-22,-0.0020234624824657767
2013-01-23,-0.002057146682680678
2013-01-24,-0.0020914622095274684
2013-01-25,-0.002126423277818412
2013-01-28,-0.002162044504241091
2013-01-29,-0.0022285105809394168
2013-01-30,-0.0019418844984802593
2013-01-31,-0.0019740493198241943
2013-02-01,-0.0020068115844271935
2013-02-04,-0.0020401845604838963
2013-02-05,-0.0020741818849500915
2013-02-06,-0.002108817576371625
2013-02-07,-0.0021441060482552676
2013-02-08,-0.0022126666993493235
2013-02-11,-0.001899574468085122
2013-02-12,-0.001930956620353404
2013-02-13,-0.0019629189431642846
2013-02-14,-0.0019954742284135135
2013-02-15,-0.0020286356203254347
2013-02-19,-0.002093347078766364
2013-02-20,-0.0018285067872900616
2013-02-21,-0.0021417629179331485
2013-02-22,-0.002177674585489375
2013-02-25,-0.002445756501950659
2013-02-26,-0.00025305000000000005
2013-02-27,-0.0026081769826544407
2013-02-28,-0.0010745288753799484
2013-03-01,-0.0010913786102374407
2013-03-04,-0.0011085112647457325
2013-03-05,-0.0011259321819785692
2013-03-06,-0.0011436468248270375
2013-03-07,-0.0011616607792887055
2013-03-08,-0.0011799797578663747
2013-03-11,-0.0012468295969018772
2013-03-12,-0.0016865653495440871
2013-03-13,-0.0017140626527738221
2013-03-14,-0.001742056247339532
2013-03-15,-0.0017705566748544982
2013-03-18,-0.0017995747538535251
2013-03-19,-0.0018291215888637674
2013-03-20,-0.00185920857983646
2013-03-21,-0.0018898474319564596
2013-03-22,-0.001921050165847408
2013-03-25,-0.0019528291281912977
2013-03-26,-0.0019851970027822473
2013-03-27,-0.0020181668220353812
2013-03-28,-0.002051751978972864
2013-04-01,-0.002085966239710372
2013-04-02,-0.002120823756468595
2013-04-03,-0.002156339081135737
2013-04-04,-0.0021925271794084843
2013-04-05,-0.00222940344554047
2013-04-08,-0.0023061457592235186
2013-04-09,-0.0019243768996960646
2013-04-10,-0.001956217414857876
2013-04-11,-0.001988648201129273
2013-04-12,-0.002052096275967803
2013-04-15,-0.0019433764574038155
2013-04-16,-0.0001047
2013-04-17,-0.0010183586626139904
2013-04-18,-0.0014056683623967015
2013-04-19,0.0021831102829716737
2013-04-22,-0.0010920364741641429
2013-04-23,-0.0011091801864236148
2013-04-24,-0.00112661237061228
2013-04-25,-0.001144338494324479
2013-04-26,-0.0011623641483905238
2013-04-29,-0.0012630382100715712
2013-04-30,-0.0020002431610942418
2013-05-01,-0.002033493521549908
2013-05-02,-0.002067365486461265
2013-05-03,-0.002101872997384028
2013-05-06,-0.0021705267753592216
2013-05-07,-0.0018470516717325382
2013-05-08,-0.0018774673172147307
2013-05-09,-0.0019084419750832787
2013-05-10,-0.0019399878596814087
2013-05-13,-0.0019721175179687254
2013-05-14,-0.0020048438408446123
2013-05-15,-0.0020381800749397806
2013-05-16,-0.0020721398348987484
2013-05-17,-0.002140210083507654
2013-05-20,-0.0018164133738601976
2013-05-21,-0.0020372243376734593
2013-05-22,0.000789372642938617
2013-05-23,-0.0012428738285222023
2013-05-24,0.00033718786111667506
2013-05-28,0.001344453924106732
2013-05-29,-0.0005759670961275589
2013-05-30,-0.0012011815119389846
2013-05-31,-0.0055208689467540996
2013-06-03,0.0012781790895282875
2013-06-04,-0.0009145454381058099
2013-06-05,-0.005773768654857696
2013-06-06,0.0041770453494747225
2013-06-07,0.003471409081658682
2013-06-10,0.001824423376276372
2013-06-11,-0.00839608329852638
2013-06-12,-0.008893595200805194
2013-06-13,0.007971232326798314
2013-06-14,-0.002937996592278753
2013-06-17,0.004713138798826616
2013-06-18,0.0012780057487247463
2013-06-19,0.00032522382258193884
2013-06-20,-0.020196255315718382
2013-06-21,-0.00014174999999999998
2013-06-24,-0.005727185990450417
2013-06-25,0.0062753956802643505
2013-06-26,0.0025849549185842985
2013-06-27,0.0029316750933430988
2013-06-28,0.0007013224046061464
2013-07-01,0.0019501866394124126
